date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:46:24	547/547	---MCZ	200	added ('OK')	application/xml	etag:b94f2fb44cafb2e57e73149c9f4677fc	https://twitter.com/opensearch.xml	C:/My%20Web%20Sites/Twitter/twitter.com/opensearch.xml	(from https://twitter.com/)
01:46:24	141752/141752	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:22%20GMT	https://twitter.com/?lang=fr	C:/My%20Web%20Sites/Twitter/twitter.com/indexe68f.html	(from https://twitter.com/)
01:46:24	145609/145609	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:22%20GMT	https://twitter.com/?lang=ar	C:/My%20Web%20Sites/Twitter/twitter.com/indexd6cc.html	(from https://twitter.com/)
01:46:25	345530/345530	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:23%20GMT	https://twitter.com/?lang=en	C:/My%20Web%20Sites/Twitter/twitter.com/index9ed2.html	(from https://twitter.com/)
01:46:25	143396/143396	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:23%20GMT	https://twitter.com/?lang=ja	C:/My%20Web%20Sites/Twitter/twitter.com/indexc9e6.html	(from https://twitter.com/)
01:46:25	150527/150527	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:23%20GMT	https://twitter.com/signup	C:/My%20Web%20Sites/Twitter/twitter.com/signup.html	(from https://twitter.com/)
01:46:25	141332/141332	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:23%20GMT	https://twitter.com/?lang=es	C:/My%20Web%20Sites/Twitter/twitter.com/indexc69a.html	(from https://twitter.com/)
01:46:25	141386/141386	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:23%20GMT	https://twitter.com/?lang=de	C:/My%20Web%20Sites/Twitter/twitter.com/index3322.html	(from https://twitter.com/)
01:46:25	133317/133317	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:23%20GMT	https://twitter.com/login	C:/My%20Web%20Sites/Twitter/twitter.com/login.html	(from https://twitter.com/)
01:46:25	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:23%20GMT	https://twitter.com/i/streams/category/686639666771046402	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/686639666771046402.b.delayed	(from https://twitter.com/)
01:46:25	140997/140997	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=it	C:/My%20Web%20Sites/Twitter/twitter.com/indexcf53.html	(from https://twitter.com/)
01:46:26	141323/141323	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=id	C:/My%20Web%20Sites/Twitter/twitter.com/index9bb4.html	(from https://twitter.com/)
01:46:26	141069/141069	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=pt	C:/My%20Web%20Sites/Twitter/twitter.com/index923c.html	(from https://twitter.com/)
01:46:26	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/i/streams/category/686639666779394057	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/686639666779394057.c.delayed	(from https://twitter.com/)
01:46:26	142966/142966	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=ko	C:/My%20Web%20Sites/Twitter/twitter.com/index7542.html	(from https://twitter.com/)
01:46:26	141312/141312	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=tr	C:/My%20Web%20Sites/Twitter/twitter.com/index2296.html	(from https://twitter.com/)
01:46:26	147777/147777	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=ru	C:/My%20Web%20Sites/Twitter/twitter.com/index2139.html	(from https://twitter.com/)
01:46:26	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/i/streams/category/686639666779426835	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/686639666779426835.d.delayed	(from https://twitter.com/)
01:46:26	141093/141093	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=nl	C:/My%20Web%20Sites/Twitter/twitter.com/indexcdb1.html	(from https://twitter.com/)
01:46:26	141467/141467	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=fil	C:/My%20Web%20Sites/Twitter/twitter.com/index02d7.html	(from https://twitter.com/)
01:46:26	148326/148326	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:24%20GMT	https://twitter.com/?lang=ms	C:/My%20Web%20Sites/Twitter/twitter.com/index99dc.html	(from https://twitter.com/)
01:46:27	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/i/streams/category/686639666779394055	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/686639666779394055.e.delayed	(from https://twitter.com/)
01:46:27	141568/141568	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/?lang=zh-tw	C:/My%20Web%20Sites/Twitter/twitter.com/index9212.html	(from https://twitter.com/)
01:46:27	140639/140639	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/?lang=zh-cn	C:/My%20Web%20Sites/Twitter/twitter.com/index759b.html	(from https://twitter.com/)
01:46:27	150011/150011	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/?lang=hi	C:/My%20Web%20Sites/Twitter/twitter.com/indexef8e.html	(from https://twitter.com/)
01:46:27	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/i/streams/category/686639666779426842	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/686639666779426842.f.delayed	(from https://twitter.com/)
01:46:27	140844/140844	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/?lang=no	C:/My%20Web%20Sites/Twitter/twitter.com/index99a6.html	(from https://twitter.com/)
01:46:27	140958/140958	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/?lang=sv	C:/My%20Web%20Sites/Twitter/twitter.com/index9e93.html	(from https://twitter.com/)
01:46:27	141200/141200	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:25%20GMT	https://twitter.com/?lang=fi	C:/My%20Web%20Sites/Twitter/twitter.com/index5720.html	(from https://twitter.com/)
01:46:28	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/i/streams/category/686639666779426845	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/686639666779426845.10.delayed	(from https://twitter.com/)
01:46:28	140585/140585	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/?lang=da	C:/My%20Web%20Sites/Twitter/twitter.com/indexc423.html	(from https://twitter.com/)
01:46:28	141295/141295	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/?lang=pl	C:/My%20Web%20Sites/Twitter/twitter.com/index6bf8.html	(from https://twitter.com/)
01:46:28	142725/142725	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/?lang=hu	C:/My%20Web%20Sites/Twitter/twitter.com/indexa30c.html	(from https://twitter.com/)
01:46:28	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/i/streams/category/686639666779394072	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/686639666779394072.11.delayed	(from https://twitter.com/)
01:46:28	146497/146497	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/?lang=fa	C:/My%20Web%20Sites/Twitter/twitter.com/indexe6ac.html	(from https://twitter.com/)
01:46:28	144080/144080	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/?lang=he	C:/My%20Web%20Sites/Twitter/twitter.com/index64f4.html	(from https://twitter.com/)
01:46:28	144282/144282	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/?lang=ur	C:/My%20Web%20Sites/Twitter/twitter.com/indexadd9.html	(from https://twitter.com/)
01:46:28	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:26%20GMT	https://twitter.com/i/streams/category/690675490684678145	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/690675490684678145.12.delayed	(from https://twitter.com/)
01:46:28	147414/147414	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=uk	C:/My%20Web%20Sites/Twitter/twitter.com/index9277.html	(from https://twitter.com/)
01:46:28	141047/141047	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=ca	C:/My%20Web%20Sites/Twitter/twitter.com/indexa35d.html	(from https://twitter.com/)
01:46:29	150283/150283	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=th	C:/My%20Web%20Sites/Twitter/twitter.com/indexcc5a.html	(from https://twitter.com/)
01:46:29	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/i/streams/category/692079932940259328	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/692079932940259328.13.delayed	(from https://twitter.com/)
01:46:29	141531/141531	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=ga	C:/My%20Web%20Sites/Twitter/twitter.com/index5242.html	(from https://twitter.com/)
01:46:29	149286/149286	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=el	C:/My%20Web%20Sites/Twitter/twitter.com/index4bed.html	(from https://twitter.com/)
01:46:29	141109/141109	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=eu	C:/My%20Web%20Sites/Twitter/twitter.com/indexad9c.html	(from https://twitter.com/)
01:46:29	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/i/streams/category/788602775839965184	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/788602775839965184.14.delayed	(from https://twitter.com/)
01:46:29	141859/141859	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=cs	C:/My%20Web%20Sites/Twitter/twitter.com/index7b3f.html	(from https://twitter.com/)
01:46:29	142168/142168	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=ro	C:/My%20Web%20Sites/Twitter/twitter.com/index0b5e.html	(from https://twitter.com/)
01:46:29	141654/141654	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:27%20GMT	https://twitter.com/?lang=gl	C:/My%20Web%20Sites/Twitter/twitter.com/index4240.html	(from https://twitter.com/)
01:46:30	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:28%20GMT	https://twitter.com/i/streams/category/841388582518562816	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/841388582518562816.15.delayed	(from https://twitter.com/)
01:46:30	141179/141179	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:28%20GMT	https://twitter.com/?lang=hr	C:/My%20Web%20Sites/Twitter/twitter.com/index1ebe.html	(from https://twitter.com/)
01:46:30	143079/143079	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:28%20GMT	https://twitter.com/?lang=vi	C:/My%20Web%20Sites/Twitter/twitter.com/indexe034.html	(from https://twitter.com/)
01:46:30	344354/344354	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:28%20GMT	https://twitter.com/?lang=en-gb	C:/My%20Web%20Sites/Twitter/twitter.com/index62b1.html	(from https://twitter.com/)
01:46:30	150758/150758	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:28%20GMT	https://twitter.com/?lang=bn	C:/My%20Web%20Sites/Twitter/twitter.com/indexbbc9.html	(from https://twitter.com/)
01:46:30	6329/6329	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:28%20GMT	https://twitter.com/i/streams/category/841390443338309632	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/category/841390443338309632.16.delayed	(from https://twitter.com/)
01:46:30	147357/147357	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:28%20GMT	https://twitter.com/?lang=bg	C:/My%20Web%20Sites/Twitter/twitter.com/index1f03.html	(from https://twitter.com/)
01:46:31	146904/146904	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/?lang=sr	C:/My%20Web%20Sites/Twitter/twitter.com/index6e27.html	(from https://twitter.com/)
01:46:31	141844/141844	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/?lang=sk	C:/My%20Web%20Sites/Twitter/twitter.com/index08c7.html	(from https://twitter.com/)
01:46:31	149807/149807	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/?lang=gu	C:/My%20Web%20Sites/Twitter/twitter.com/index7d5b.html	(from https://twitter.com/)
01:46:31	196842/196842	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/i/moments	C:/My%20Web%20Sites/Twitter/twitter.com/i/moments.html	(from https://twitter.com/)
01:46:31	150430/150430	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/?lang=mr	C:/My%20Web%20Sites/Twitter/twitter.com/indexc203.html	(from https://twitter.com/)
01:46:31	154852/154852	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/?lang=ta	C:/My%20Web%20Sites/Twitter/twitter.com/index880d.html	(from https://twitter.com/)
01:46:31	152445/152445	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/?lang=kn	C:/My%20Web%20Sites/Twitter/twitter.com/index21c9.html	(from https://twitter.com/)
01:46:31	256401/256401	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:29%20GMT	https://twitter.com/i/moments/928509278100402176	C:/My%20Web%20Sites/Twitter/twitter.com/i/moments/928509278100402176.html	(from https://twitter.com/)
01:46:31	179248/179248	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Nov%202017%2015:04:00%20GMT	https://pbs.twimg.com/media/DOHnZ6vVwAAxaii.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/media/DOHnZ6vVwAAxaii.jpg	(from https://twitter.com/)
01:46:32	1086/1086	---M--	200	added ('OK')	image/png	etag:%22g7PX/TgIL3qyPWxCdJv8lg==%22	https://abs.twimg.com/emoji/v2/72x72/1f914.png	C:/My%20Web%20Sites/Twitter/abs.twimg.com/emoji/v2/72x72/1f914.png	(from https://twitter.com/)
01:46:32	233527/233527	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:30%20GMT	https://twitter.com/i/moments/928433122051375104	C:/My%20Web%20Sites/Twitter/twitter.com/i/moments/928433122051375104.html	(from https://twitter.com/)
01:46:32	65887/65887	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2000:32:41%20GMT	https://pbs.twimg.com/media/DOJpkM7U8AA-T6Q.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/media/DOJpkM7U8AA-T6Q.jpg	(from https://twitter.com/)
01:46:33	272683/272683	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:31%20GMT	https://twitter.com/i/moments/928438030020444161	C:/My%20Web%20Sites/Twitter/twitter.com/i/moments/928438030020444161.html	(from https://twitter.com/)
01:46:33	65083/65083	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2001:39:14%20GMT	https://pbs.twimg.com/media/DOJ4zC8X4AA35Zy.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/media/DOJ4zC8X4AA35Zy.jpg	(from https://twitter.com/)
01:46:33	86/86	---MCZ	302	error ('Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:31%20GMT	https://twitter.com/i/streams/stream/817038474251382784	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/stream/817038474251382784.1f.delayed	(from https://twitter.com/)
01:46:33	36531/36531	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2006:59:06%20GMT	https://pbs.twimg.com/ext_tw_video_thumb/928517790100750336/pu/img/P0tEFKgg0cRWYj3D.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/ext_tw_video_thumb/928517790100750336/pu/img/P0tEFKgg0cRWYj3D.jpg	(from https://twitter.com/)
01:46:34	400556/400556	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:32%20GMT	https://twitter.com/CNN	C:/My%20Web%20Sites/Twitter/twitter.com/CNN.html	(from https://twitter.com/)
01:46:34	5465/5465	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Sep%202014%2012:49:16%20GMT	https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_bigger.png	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_bigger.png	(from https://twitter.com/)
01:46:35	411674/411674	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:33%20GMT	https://twitter.com/CNN/status/928518063355580416	C:/My%20Web%20Sites/Twitter/twitter.com/CNN/status/928518063355580416.html	(from https://twitter.com/)
01:46:35	86/86	---MCZ	302	error ('Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:33%20GMT	https://twitter.com/i/streams/stream/788605769306419200	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/stream/788605769306419200.24.delayed	(from https://twitter.com/)
01:46:35	48311/48311	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Nov%202017%2014:43:39%20GMT	https://pbs.twimg.com/ext_tw_video_thumb/928272307545444352/pu/img/uKtQ8JX5uknBQPKD.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/ext_tw_video_thumb/928272307545444352/pu/img/uKtQ8JX5uknBQPKD.jpg	(from https://twitter.com/)
01:46:36	414032/414032	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:34%20GMT	https://twitter.com/dog_rates	C:/My%20Web%20Sites/Twitter/twitter.com/dog_rates.html	(from https://twitter.com/)
01:46:36	3151/3151	---M--	200	added ('OK')	image/jpeg	date:Wed,%2001%20Nov%202017%2012:21:22%20GMT	https://pbs.twimg.com/profile_images/925699786963009536/3BtSBv2X_bigger.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/profile_images/925699786963009536/3BtSBv2X_bigger.jpg	(from https://twitter.com/)
01:46:37	380356/380356	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:34%20GMT	https://twitter.com/dog_rates/status/928272345415995392	C:/My%20Web%20Sites/Twitter/twitter.com/dog_rates/status/928272345415995392.html	(from https://twitter.com/)
01:46:37	86/86	---MCZ	302	error ('Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:35%20GMT	https://twitter.com/i/streams/stream/788466981766823936	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/stream/788466981766823936.29.delayed	(from https://twitter.com/)
01:46:37	59327/59327	---M--	200	added ('OK')	image/jpeg	date:Thu,%2009%20Nov%202017%2007:31:02%20GMT	https://pbs.twimg.com/media/DOLJUbPUMAAGki2.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/media/DOLJUbPUMAAGki2.jpg	(from https://twitter.com/)
01:46:38	411939/411939	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:36%20GMT	https://twitter.com/CNNPolitics	C:/My%20Web%20Sites/Twitter/twitter.com/CNNPolitics.html	(from https://twitter.com/)
01:46:38	3685/3685	---M--	200	added ('OK')	image/jpeg	date:Fri,%2013%20Oct%202017%2017:57:46%20GMT	https://pbs.twimg.com/profile_images/918899077168934912/NrRRE0_b_bigger.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/profile_images/918899077168934912/NrRRE0_b_bigger.jpg	(from https://twitter.com/)
01:46:38	294120/294120	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:36%20GMT	https://twitter.com/CNNPolitics/status/928525828513812481	C:/My%20Web%20Sites/Twitter/twitter.com/CNNPolitics/status/928525828513812481.html	(from https://twitter.com/)
01:46:38	86/86	---MCZ	302	error ('Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:36%20GMT	https://twitter.com/i/streams/stream/879738045985116164	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/stream/879738045985116164.2e.delayed	(from https://twitter.com/)
01:46:39	121714/121714	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Nov%202017%2002:05:47%20GMT	https://pbs.twimg.com/media/DOE1SKZV4AATM3i.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/media/DOE1SKZV4AATM3i.jpg	(from https://twitter.com/)
01:46:39	415212/415212	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:37%20GMT	https://twitter.com/BleacherReport	C:/My%20Web%20Sites/Twitter/twitter.com/BleacherReport.html	(from https://twitter.com/)
01:46:39	2261/2261	---M--	200	added ('OK')	image/jpeg	date:Tue,%2018%20Apr%202017%2020:22:37%20GMT	https://pbs.twimg.com/profile_images/854430488777379840/zFdLhwbT_bigger.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/profile_images/854430488777379840/zFdLhwbT_bigger.jpg	(from https://twitter.com/)
01:46:40	459910/459910	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:38%20GMT	https://twitter.com/BleacherReport/status/928081607600234497	C:/My%20Web%20Sites/Twitter/twitter.com/BleacherReport/status/928081607600234497.html	(from https://twitter.com/)
01:46:40	397521/397521	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:38%20GMT	https://twitter.com/DanWetzel	C:/My%20Web%20Sites/Twitter/twitter.com/DanWetzel.html	(from https://twitter.com/)
01:46:40	86/86	---MCZ	302	error ('Found')	text/html	date:Thu,%2009%20Nov%202017%2007:46:38%20GMT	https://twitter.com/i/streams/stream/690676292044238848	C:/My%20Web%20Sites/Twitter/twitter.com/i/streams/stream/690676292044238848.34.delayed	(from https://twitter.com/)
01:46:41	37929/37929	---M--	200	added ('OK')	image/jpeg	date:Wed,%2008%20Nov%202017%2001:22:53%20GMT	https://pbs.twimg.com/tweet_video_thumb/DOErd6aUEAA8Mq3.jpg	C:/My%20Web%20Sites/Twitter/pbs.twimg.com/tweet_video_thumb/DOErd6aUEAA8Mq3.jpg	(from https://twitter.com/)
01:46:41	406664/406664	---MCZ	200	added ('OK')	text/html	date:Thu,%2009%20Nov%202017%2007:46:39%20GMT	https://twitter.com/DisneyPixar	C:/My%20Web%20Sites/Twitter/twitter.com/DisneyPixar.html	(from https://twitter.com/)
